licenseNumber,legalName,licenseType,Address,licenseExpiryDate,zip,phone,email,hours
DAAA-VJ7X-VVPV,420/7,Dispensary,"748 BOX DR, LOCUST GROVE, Mayes",2023-04-18,74352-5176,9189441526,420.7dispensary@gmail.com,9am-10pm
DAAA-39QS-BVM1,420/7,Dispensary,"716 s highway 2, warner, Muskogee",2024-01-23,74469-5527,(918) 803-7085,420.7warner.ok@gmail.com,9 am - 9 pm
DAAA-41DP-TUVT,420Releaf LLC,Dispensary,"21 W 3RD ST, GROVE, Delaware",2024-02-28,74344-3223,9187913420,420releaf@gmail.com,10 a.m. to 8 p.m.
GAAA-FJTH-5JQ0,422 Bright Star LLC,Grower,", TULSA, Creek",2023-11-17,74131,(508) 904-0149,422brightstarllc@gmail.com,9-5
GAAA-MOSI-YYSR,43718 Ventures LLC,Grower,", WOODWARD, Woodward",2024-05-24,73801-5140,(405) 916-9743,arthur1118wang@gmail.com,
GAAA-GJ2Y-GIK6,"43790 Ventures, LLC",Grower,", WOODWARD, Woodward",2023-11-20,73801-5140,(405) 916-9743,arthur1118wang@gmail.com,
DAAA-82O0-WACM,4401 S PENN AVE LLC,Dispensary,"4401 South Pennsylvania Avenue, Oklahoma City, Oklahoma",2024-04-05,73119,(303) 704-2973,snaxlanddispensary@gmail.com,24 hours
GAAA-NJXN-6ZJB,"46 Farms, Inc.",Grower,", NORMAN, Cleveland",2022-10-05,73071-1666,4056277002,victoria.sheffield@46farms.com,8am - 5pm
DAAA-EYPV-OOZ0,46 RELEAF NO 3 LLC,Dispensary,", NORMAN, Cleveland",2023-09-14,73071,(405) 857-7590,jfd711@gmail.com,10AM - 10PM
DAAA-NYCE-SLKS,46 Releaf No 2 Inc,Dispensary,"811 SW 19TH ST Suite F, Moore, Cleveland",2024-09-13,73160,(313) 522-8195,1019fm.okc@gmail.com,10-10
DAAA-92QF-D0A9,4FRONT VENTURES LLC,Dispensary,", NOBLE, Cleveland",2024-01-04,73068,(405) 550-4442,lynnbradyok@gmail.com,10-4
PAAA-C1RO-99TJ,"4H Pharms, LLC",Processor,"13272 COUNTY ROAD 3525, ADA, Pontotoc",2023-12-06,74820-5225,5803100090,hannah@4hpharms.com,8:00 am to 5:00 pm
GAAA-SPNU-6L9I,"4H Pharms, LLC",Grower,"13272 COUNTY ROAD 3525, ADA, Pontotoc",2023-12-08,74820-5225,5803100090,hannah@4hpharms.com,8:00 am to 5:00 pm
GAAA-YG1R-GNTP,4K GARDEN LLC,Grower,"1119 E 151ST ST 100-103, GLENPOOL, Tulsa",2023-11-24,74033,9189719999,licenseandpermit@gmail.com,7am - 9pm
GAAI-NJ86-RNJB,4LEAF EXOTICS LLC,Grower Indoor,", TULSA, Tulsa",2025-02-10,74146-6228,(918) 938-1543,4leafexoticsllc@gmail.com,9 am to 5 pm
GAAA-MU48-C89E,4T BROS FARM LLC,Grower,"14050 S PEORIA AVE STE 104-107, BIXBY, Tulsa",2023-02-01,74008-4819,(806) 437-4561,4tbros999@gmail.com,7am to 9pm
GAAA-H7JU-JHJ3,4T CO LLC,Grower,"4764 THUNDER LANE AVE, NOBLE, Cleveland",2023-11-27,73068-6318,4054269926,licenseandpermit@gmail.com,7am - 9pm
GAAA-XUGF-90WX,4T ELWOOD LLC,Grower,"15075 S ELWOOD AVE STE 100-103, GLENPOOL, Tulsa",2024-02-01,74033-4043,(408) 621-6922,4telwood@gmail.com,7am - 9pm
GAAA-E1TD-MGO9,4T GREEN LLC,Grower,"15075 S ELWOOD AVE STE 104-108, GLENPOOL, Tulsa",2024-05-27,74033-4043,(918) 808-0474,nhanqtomle@gmail.com,7-9
GAAA-IJ7I-MB8O,4T GREENFIELD LLC,Grower,"4764 THUNDER LANE AVE, NOBLE, Cleveland",2024-05-17,73068-6318,(405) 426-9926,licenseandpermit@gmail.com,7am -9pm
GAAA-IVS5-IVCI,4T HUYNH LLC,Grower,"14040 S PEORIA AVE STE 112-113, BIXBY, Tulsa",2023-10-16,74008-4885,7133140736,licenseandpermit@gmail.com,7am - 9pm
GAAA-NA0U-WKGN,4T KB LLC,Grower,"8901 INDUSTRIAL DR, NOBLE, Cleveland",2024-05-15,73068,4054269926,licenseandpermit@gmail.com,7am -9pm
GAAI-HZBW-S6VZ,4T KDO LLC,Grower Indoor,"5750 S 116TH WEST AVE, SAND SPRINGS, Tulsa",2024-12-27,74063-3723,(918) 691-5462,4tkdollc@gmail.com,9am-3pm
GAAA-KLCF-6M2N,4T NDN LLC,Grower,"15051 S ELWOOD AVE STE 100-105, Glenpool, Tulsa",2024-02-13,74033,(918) 510-3989,4telwood@gmail.com,7am - 3pm
GAAA-76AJ-8B8N,4T NGUYEN LLC,Grower,"4784 THUNDER LANE AVE, NOBLE, Cleveland",2024-06-01,73068-6318,4055508908,licenseandpermit@gmail.com,7am -9pm
GAAA-WPWE-KLEM,4T NOBLE LLC,Grower,"8970 48TH AVE SE, NOBLE, Cleveland",2023-11-27,73068-5421,4054269926,licenseandpermit@gmail.com,7am - 9pm
GAAI-HLFI-X7KF,4T PEORIA LLC,Grower Indoor,"14010 S PEORIA AVE STE 100-104, BIXBY, Tulsa",2024-09-17,74008-4863,(918) 813-8231,t.a.k142@hotmail.com,7am -9pm
GAAA-4Y9A-ZPOT,4T PHARMA LLC,Grower,"1119 E 151ST ST SUITE 110-117, GLENPOOL, Tulsa",2023-07-26,74033,(405) 426-9926,licenseandpermit@gmail.com,8am - 5pm
GAAA-9MPD-C5FD,4T QDQD LLC,Grower,"1710 N 168TH EAST AVE, TULSA, Rogers",2024-05-25,74116-4932,9185101476,4tqdqd@gmail.com,9am-5pm
GAAI-GHZV-LYKK,4T UV ENTERPRISE LLC,Grower Indoor,"4960 sr-91, colbert, Bryan",2025-09-18,74733,(520) 567-6789,4tbros999@gmail.com,9am -5pm
GAAA-KHCE-UMK9,4T VTTN LLC,Grower,", Bixby, Tulsa",2023-08-25,74008,(918) 510-3989,4tvttnllc@gmail.com,9am-5pm
PAAA-NJEI-QMSY,5 Leaf Lab LLC,Processor,", TULSA, Tulsa",2024-04-06,74112-6601,9187065336,leon@5leaflab.com,9:00am - 5:00 pm
GAAI-NYWR-HC8R,5 Okies Inc.,Grower Indoor,", TULSA, Creek",2024-09-17,74131-3613,9186381857,nugbrothersok@gmail.com,varies by day
PAAA-BPCL-NLDA,"5 Okies, Inc",Processor,", TULSA, Creek",2023-12-14,74131-3613,9186381857,nugbrothersok@gmail.com,varies as needed
GAAA-N1NU-GMFP,5 Point Collective LLC,Grower,"6932 HIGHWATER CIR, EDMOND, Logan",2024-03-07,73034-6585,(318) 349-0685,kirkfuqua51@gmail.com,M-F 8:00 AM - 5:00 PM
GAAA-LZE1-H2FH,5 Star Flowers,Grower,"86240 S. 4700 RD, stilwell, Adair",2023-11-29,74960,9189441526,5starflowersok@gmail.com,9am-9pm
DAAA-KIEK-PUNO,"5 Star Kush, LLC",Dispensary,"2228 S AIR DEPOT BLVD, MIDWEST CITY, Oklahoma",2023-11-10,73110-5560,(405) 931-3920,jheck22@hotmail.com,10:00 am to 10:00 pm
DAAA-EY1D-3G1W,"5-80 Gas Station,LLC",Dispensary,"2031 Blg #2 E 2110 RD, HUGO, Choctaw",2023-10-06,74743-8413,2146864393,crysbrewer23@gmail.com,10:30 am -8 pm Monday - Saturday
GAAA-Y79Z-VIMQ,"501 Ventures, LLC",Grower,"14631 US HIGHWAY 270, WOODWARD, Woodward",2023-09-27,73801,(405) 808-0914,501mjventures@gmail.com,
GAAA-DAC4-UN2U,504 Farms LLC,Grower,", Wynnewood, Garvin",2023-01-10,73098,4058167228,siyan@stacylegalgroup.com,24
GAAA-77MN-VYS7,514 Farms LLC,Grower,", Geronimo, Comanche",2024-01-03,73543,(903) 267-7597,jwallace5606@gmail.com,N/A
PAAA-Q2CP-HXGN,5216 Processing LLC,Processor,"5216 SW 23RD ST, OKLAHOMA CITY, Oklahoma",2023-10-31,73128-1842,7202178883,josh@starbuds.us,8AM-8PM M-F
DAAA-TUOW-BL7D,5609 Duncan LLC,Dispensary,"5609 N HIGHWAY 81, DUNCAN, Stephens",2024-12-22,73533-5704,4056691938,masonbrianne3@gmail.com,10-10
GAAA-P5H8-PTVF,5th Street Farms LLC,Grower,", Oklahoma City, Oklahoma",2024-03-10,73106,(405) 245-4230,dylanm@5thstreetfarms.com,N/A
DAAA-69UX-MLCL,60 Acre Woods Dispensary LLC,Dispensary,", ADA, Pontotoc",2024-09-25,74820-5375,4052122270,denver.kitch@stabilitycannabis.com,24 Hours
PAAA-K7EE-DNK6,60 Acre Woods LLC,Processor,", ADA, Pontotoc",2024-10-05,74820-5375,4052122270,denver.kitch@stabilitycannabis.com,8am to 5pm CST
GAAI-CALJ-9ULC,60 Acre Woods LLC,Grower Indoor,", ADA, Pontotoc",2024-07-28,74820-5375,4052122270,denver.kitch@stabilitycannabis.com,8am to 5pm CST
TAAA-ABVF-1JW0,"6015 TRANSPORT, LLC",Transporter,", Chelsea, Rogers",2025-03-14,74016,(918) 637-4745,1902organics@gmail.com,By Appointment
GAAA-LE6O-4KPL,"612 Ventures, LLC",Grower,", WOODWARD, Woodward",2023-05-22,73801-5000,(727) 773-5702,612venturesllc2021@gmail.com,
DAAA-V6FW-VAJL,"614JCD, LLC",Dispensary,", Jones, Oklahoma",2024-09-30,73049,(405) 248-1992,litcannabisclub@gmail.com,Not operational at the moment
DAAA-N1YB-NMCH,"64 Dispensary, LLC",Dispensary,"1233 SW SHERIDAN RD, LAWTON, Comanche",2024-02-02,73505-1534,5806993331,rodski25@gmail.com,"Sun-Thu 10am-10pm, Fri and Sat 10am-11pm"
DAAA-VJYO-54OZ,66 Dispensary LLC,Dispensary,"920 W 15TH ST, CHANDLER, Lincoln",2023-08-07,74834-3412,4052530541,blisbell60@yahoo.com,10-7
DAAA-P87T-FOHM,69 WONDERLAND LLC,Dispensary,", MIAMI, Ottawa",2024-09-06,74354,(310) 279-9521,alansoleyman@yahoo.com,
DAAA-WMYH-J3US,6909 West Hefner Emporium Inc.,Dispensary,"6909 West Hefner Road, Oklahoma City, Oklahoma",2023-07-05,73162,(405) 730-6882,omma@danks.co,Mon-Sun 9-11
GAAA-QNXT-MMBI,6D Farms LLC,Grower,"69005 E 134 RD, WYANDOTTE, Ottawa",2023-10-27,74370-2034,4173897185,mm6dfarms@yahoo.com,9-4
GAAA-UCEF-BROX,"6th Investments, LLC",Grower,", Tulsa, Wagoner",2024-02-22,74108,(918) 442-3353,tm.naturesfinestllc@gmail.com,N/A
DAAA-KMJW-3Q1E,7 Leaf Solutions LLC,Dispensary,", Ada, Pontotoc",2023-11-04,74820,(580) 235-6073,7leafsoklahoma@gmail.com,N/A
GAAA-EYBQ-7UFS,"7 Leaf Solutions, LLC",Grower,", ADA, Pontotoc",2023-12-04,74820-0593,2097693036,7leafsoklahoma@gmail.com,"8-5, M-F"
PAAA-EYZK-T398,"7 Leaf Solutions, LLC",Processor,", ADA, Pontotoc",2023-11-09,74820-0612,2097693036,7leafsoklahoma@gmail.com,"8-5, M-F"
PAAA-EYF5-FMXG,7 Point Enterprises LLC,Processor,"1319 W GLENCOE RD, STILLWATER, Payne",2023-12-15,74075-1745,(405) 714-7698,gorillagardensmmj@gmail.com,10 a.m.-7 pm Monday thru Friday
GAAA-4YHF-DMVN,7 Point Enterprises LLC,Grower,", STILLWATER, Payne",2024-01-08,74075,(405) 714-7698,gorillagardensmmj@gmail.com,11:00a.m.- 5:00p.m.
GAAA-2LGV-GF1Z,70 ACRES LLC,Grower,"21202 N County RD 3320, WYNNEWOOD, Garvin",2024-07-12,73098,(929) 327-0908,85220072@qq.com,N/A
DAAA-XD33-B7CR,70 Rocks LLC,Dispensary,"3700 S WESTERN AVE, OKLAHOMA CITY, Oklahoma",2023-12-19,73109-3402,4059778218,70rockshard@gmail.com,10:00AM-8:00PM
PAAA-LXUA-PIYH,70 Rocks LLC,Processor,"3700 S WESTERN AVE, OKLAHOMA CITY, Oklahoma",2023-12-19,73109-3402,4059778218,70rockshard@gmail.com,"Closed till 10-31, then back open 8:00am-3:00pm"
GAAA-OZAI-YCKD,70 Rocks llc,Grower,", TUTTLE, Grady",2023-12-19,73089-8682,4059778218,70rockshard@gmail.com,"No live personnel till 6-10-24 7:30a-8:30, on vacation"
DAAA-Q20E-U4IJ,707 Roland LLC,Dispensary,"707 S Roland Rd, Roland, Sequoyah",2024-07-14,74954,(918) 617-3896,707rolandmail@gmail.com,N/A
GAAA-CVBE-AC0C,71 Farms LLC,Grower,", Kellyville, Creek",2024-10-08,74039,(678) 543-5979,kirillpe101@gmail.com,10:00 a.m. to 5:00 p.m. Monday through Friday
PAAA-4YOP-X1VM,710 Diamond CO OK LLC,Processor,"11625 S WESTERN AVE STE 1, EDMOND, Logan",2023-10-02,73025-1136,8326104938,710diamondco@gmail.com,By Appointment
PAAA-UQ1C-S6UX,710 Empire LLC,Processor,"35776 HAMILTON RD, WANETTE, Pottawatomie",2023-11-28,74878-6025,9154719816,710empirekings@gmail.com,8am-5pm M-F
DAAA-339C-AEJ7,"710 Enterprises, LLC",Dispensary,", LAWTON, Comanche",2024-11-02,73505-3300,5805912606,releafclinic2@gmail.com,11am - 9pm
DAAA-5CQM-3TTR,710 FACTORY LLC,Dispensary,"200 South May Avenue, Oklahoma City, Oklahoma",2024-05-03,73108,(951) 532-8977,info@dynamicmedsokc.com,"Sun- Thurs 11am-7pm, Fri & Sat 11am-8pm"
PAAA-G9WH-CJI1,710 Trading Co. LLC,Processor,"2121 S PORTLAND AVE, OKLAHOMA CITY, Oklahoma",2023-04-10,73108-3813,(405) 727-0407,ap@gonupro.com,9-6
DAAA-7GOF-IBGV,"74TH And South May Naturals, LLC",Dispensary,"7445 South May Avenue, Oklahoma City, Oklahoma",2024-09-19,73159,(405) 493-9550,compliance@highsocietyok.com,24 hours
DAAA-6AQR-WE70,753 LLC,Dispensary,"1135 N KICKAPOO AVE, SHAWNEE, Pottawatomie",2024-02-17,74801-4845,9718673083,ok753llc@gmail.com,Sunday- Thursday 10am -10PM Friday &Saturday 10 AM - 12AM
GAAA-9RF3-K8C8,753 LLC,Grower,", MCLOUD, Lincoln",2023-12-15,74851-9614,(971) 867-3083,ok753llc@gmail.com,Sunday- Thursday 10am -10PM Friday &Saturday 10 AM - 12AM
PAAA-D0AM-6688,753 LLC,Processor,", MCLOUD, Lincoln",2023-12-15,74851-9614,(971) 867-3083,ok753llc@gmail.com,Sunday- Thursday 10am -10PM Friday &Saturday 10 AM - 12AM
GAAA-I4WG-ZQWU,76 FARMS LLC,Grower,", healdton, Carter",2024-07-17,73438,8326619572,jd76farm@gmail.com,9:00am-5:00 pm
DAAA-NJ6Y-TNWQ,774 WONDERLAND LLC,Dispensary,", CLAREMORE, Rogers",2024-05-09,74017-8712,(310) 279-9521,alansoleyman@yahoo.com,10AM-10PM
GAAA-RMT5-TJDX,777 Farm LLC,Grower,"13375 E 565 RD, ROSE, Mayes",2023-11-13,74364,7865666255,farm777llc@gmail.com,9-5pm
PAAA-4JM4-BRZF,788technologies Corporation,Processor,", GOLDSBY, McClain",2023-12-25,73093-1010,4052295072,stan@788technologies.com,By appointment only
DAAA-VJFE-G40D,804 Campbell Ave Warner LLC,Dispensary,"35028 S Hwy 82 Suite 8, Langley, Mayes",2024-12-19,74301,(918) 504-5411,ndobiz@gmail.com,10:00am-10:00pm
DAAA-AGFN-DULM,807 WONDERLAND LLC,Dispensary,", Jenks, Tulsa",2024-11-06,74037,(310) 279-9521,alansoleyman@yahoo.com,
DAAA-NJYA-AADH,"825 S 19th St, LLC",Dispensary,"825 SW 19TH ST, MOORE, Cleveland",2025-03-16,73160-2897,(646) 881-3638,825sweetdreams420@gmail.com,10am-8pm
GAAA-UYA4-AG74,888 CANNABIS GROW LLC,Grower,"990182 South US Highway 177, STROUD, Lincoln",2023-08-29,74855,(415) 730-7982,888cannabisgrow@gmail.com,N/A
DAAA-RS5C-FM41,8888 Wonderland LLC,Dispensary,", TULSA, Tulsa",2024-01-09,74137-3209,9182095090,alansoleyman@yahoo.com,10am-10pm
GAAA-XGVY-WH1O,"918 Boy's Ranch, LLC",Grower,", HASKELL, Muskogee",2022-11-15,74436-6402,7028618289,gitndwn@gmail.com,12:00 a.m. to 11:59 p.m.
DAAA-EZI4-8LQZ,918 Buds Medical Marijuana Dispensary LLC,Dispensary,"7727 E 21ST ST, TULSA, Tulsa",2024-05-30,74129-1216,9185516370,nataliejackson22@yahoo.com,8am-10pm
DAAA-QUR6-TJU9,918 Buds Medical Marijuana Dispensary LLC,Dispensary,"1208 North Mingo Road, Tulsa, Tulsa",2024-06-07,74116-5617,(918) 551-6370,buds918@yahoo.com,24HR
DAAA-N1J1-JY9V,"918 Buds Medical Marijuana Dispensary, LLC",Dispensary,"7425 N PEORIA AVE, TULSA, Tulsa",2024-05-26,74126-1264,9185516370,nataliejackson22@yahoo.com,8am-9pm
GAAA-E1M7-8NIG,918 Canni Farms LLC,Grower,", Tulsa, Tulsa",2023-06-14,74146,(918) 378-0680,d.krueger91@yahoo.com,9-5
GAAA-BAX3-IURH,"918 Clones, LLC",Grower,", TULSA, Creek",2023-10-05,74131,(918) 710-1762,ken@918clones.com,
DAAA-V1CJ-YJ9E,918 Elevate LLC,Dispensary,"2828 E 91ST ST, TULSA, Tulsa",2023-08-09,74137-3547,(918) 528-5400,zachn@918transport.com,11am - 7 pm
GAAA-EY30-6MUD,918 Green Country Growing,Grower,"451 N 257 RD, MOUNDS, Okmulgee",2023-08-29,74047-6017,9188452254,harrisaaron918@gmail.com,8am-6pm Monday-Friday
DAAA-OAAF-6ZEY,921 Enid LLC,Dispensary,", ENID, Garfield",2024-02-24,73703-6226,4056660999,masonbrianne3@gmail.com,10-10
GAAA-2Q7H-RWKM,93 Octane LLC,Grower,", Morris, Okmulgee",2023-10-04,74445,(678) 772-4744,brownrisg@icloud.com,N/A
DAAA-QC4O-EZ3P,99 Flavor$,Dispensary,"106 1/2 N BROADWAY ST, HUGO, Choctaw",2023-12-26,74743-4031,5807436447,therealkoopkoop23@yahoo.com,9am-10pm
GAAA-4MKE-MJYF,999 Green Duy LLC,Grower,"7633 STATE HIGHWAY 66, TULSA, Creek",2023-07-26,74131,(302) 465-7099,999greenduy@gmail.com,9-5
DAAA-BKD3-W1O7,A & S Tulsa LLC,Dispensary,"520 S Ash St, Nowata, Nowata",2023-10-17,74048,(918) 273-9994,ashexpressok@gmail.com,10:00 am - 9:00 pm
GAAA-FZDE-5E2B,A - Luxe Management LLC,Grower,", SHAWNEE, Pottawatomie",2023-12-15,74801,(405) 323-7777,aluxemanagementllc@gmail.com,10:00 AM - 6:00 PM
DAAA-N1KJ-6G5S,"A Better Solution Unlimited, LLC",Dispensary,"424 SW 59TH ST, OKLAHOMA CITY, Oklahoma",2024-05-24,73109,(405) 632-1382,absunlimited420@gmail.com,12A
GAAA-48AL-8B1U,A C Cannabis Company LLC,Grower,", Ponca City, Kay",2024-01-09,74604,(580) 763-4437,richcobjj@gmail.com,7am-7pm
GAAA-DM7L-0GZD,A Plus 2059 LLC,Grower,", MCALESTER, Pittsburg",2024-04-10,74501-8976,9174564048,starblues1@icloud.com,8 AM - 5 PM
GAAA-SZ5U-WAVC,"A Plus Farms, LLC",Grower,"2516 COUNTY STREET 2980, BLANCHARD, Grady",2023-10-27,73010-4236,4058086577,aplusfarms@hotmail.com,M-F 9:00-4:00
GAAI-BTPF-V6SR,A Plus Growing LLC,Grower Indoor,"501 W ELK AVE, DUNCAN, Stephens",2024-10-17,73533-3907,5807300379,shellyzhang35@gmail.com,8am - 5pm
DAAA-WZD3-T2IA,"A and R Med shop, LLC",Dispensary,"7911 W HEFNER RD, OKLAHOMA CITY, Oklahoma",2024-10-12,73162-4330,(405) 944-4055,feshani101@yahoo.com,10am-7pm M-F 10am-6pm Sat
GAAI-7WUC-X8LI,A&E GROWING LLC,Grower Indoor,", Lindsay, Garvin",2024-07-28,73052,(872) 214-9470,aegrowingllc@gmail.com,9:00-5:00
DAAA-NJ3F-ZGXK,"A&J OKC Venture, LLC",Dispensary,"4708 SE 29th St, Del City, Oklahoma",2025-04-27,73115,(619) 633-8829,prestigecannabisco@gmail.com,10:00 am - 10:00 pm
DAAA-MOPH-ZNJ2,A-Z Dispensary,Dispensary,", TULSA, Tulsa",2024-03-20,74137-2317,(310) 279-9521,alansoleyman@yahoo.com,
DAAA-DPDM-XBN1,"A. Rose Holdings, LLC",Dispensary,", Muskogee, Muskogee",2024-04-05,74403,(918) 727-6683,rosemaryfarmsllc@gmail.com,9 am - 9 pm
DAAA-KOB1-E5L3,"A1 DISPENSARY, LLC",Dispensary,"1007 E Archer St, Tulsa, Tulsa",2024-03-11,74120,(612) 598-6241,a1dispensary@outlook.com,12 PM to 8PM
GAAA-OL4S-XEYB,"A1 FARMING, LLC",Grower,"7810 N VICTOR AVE, SPERRY, Tulsa",2024-07-24,74073-4712,(918) 313-0022,a1farmingllc@outlook.com,M-F 11-4 or as needed for company operations
PAAA-7I30-AV53,"A1 Processing Solutions, LLC",Processor,"620 East Lonewolf Ave, Bridgeport, Blaine",2024-03-28,73047,(405) 952-7016,curtis.steffler@gmail.com,9 am to 5 pm
GAAA-RALE-BBFG,A41 Farm LLC,Grower,"12519 NS 3570, SEMINOLE, Seminole",2023-09-20,74868-5425,(704) 999-0711,bg615646@gmail.com,8am - 4pm
DAAA-SPLC-T3CR,AAA Apothecary LLC,Dispensary,", Ada, Pontotoc",2023-09-21,74820,(580) 310-8071,hntrnewterpsales@gmail.com,N/A
PAAA-RWVE-HLME,AAA Cannabis Distribution LLC,Processor,", OKLAHOMA CITY, Oklahoma",2024-08-30,73135-1722,(541) 944-3385,healingfarms420@gmail.com,10am - 6pm
GAAA-AEDG-D5IB,"AAA Cannabis, LLC",Grower,"100 Thomas Road, Mcalester, Pittsburg",2023-06-27,74501,(214) 205-1564,shawnburcham@aol.com,N/A
DAAA-UEAA-ROVA,"AAA Cannabis, LLC",Dispensary,"100 thomas rd, mcalester, Pittsburg",2024-01-13,74501,(530) 308-5771,shawnburcham@aol.com,10-6
GAAA-R9RU-C12T,AAA Gold LLC,Grower,", LEXINGTON, Cleveland",2023-09-29,73051,(346) 801-5174,wellgleanllc@gmail.com,N/A
PAAA-7MU6-ZGRF,AAA Processing LLC,Processor,"14913 COUNTY ROAD 3544, ADA, Pontotoc",2024-03-28,74820-6069,5803996215,cortezcoleman@icloud.com,10-8
PAAA-1Z5W-LYKY,"AAA Products, LLC",Processor,", Ada, Pontotoc",2023-12-02,74820,(580) 310-8071,hntrnewterpsales@gmail.com,N/A
DAAA-XUKB-6RTB,AAA Retail LLC,Dispensary,", Ada, Pontotoc",2024-09-06,74820-6069,5803996215,happybudmanagement@gmail.com,"Mon-Thur: 9AM- 10PM, Fri: 9AM- 11PM, Sat: 11AM- 10PM, Sun: 12-10PM"
GAAA-LGRQ-PTMQ,"AATA, LLC",Grower,"4601 TECHNOLOGY DR, WEATHERFORD, Custer",2023-05-31,73096-7533,5616997889,sunshinetechnology.ok@gmail.com,8-5
GAAI-AOJY-IWBJ,"ABC Family Farm, LLC",Grower Indoor,"84934 S 4756 RD, STILWELL, Adair",2024-07-26,74960-4293,7046359725,abcfarmmanagement.ok@gmail.com,9-5pm
GAAA-S6KX-GRWN,"ABLE FARMS, LLC",Grower,"19401 W 6TH ST, ORLANDO, Payne",2024-02-08,73073-2005,4053086989,summit.able@gmail.com,9:00AM - 5:00PM
GAAA-4YCB-SE8K,ABOVE THE ROOTS GROWERS LLC,Grower,", NOBLE, Oklahoma",2023-09-08,73068,4056398219,abovetherootsgrowers@gmail.com,M-F 9am-5pm
DAAA-6N7A-703Q,ACCA OF OKC LLC,Dispensary,"1012 Sw 29th St, Oklahoma City, Oklahoma",2024-03-08,73109,(405) 738-6556,blazinup@gmail.com,N/A
PAAA-J4WB-74L6,"ACDS PROCESSING, LLC",Processor,", ELGIN, Comanche",2023-12-12,73538,5804582321,area52farms@gmail.com,8 AM -5 PM
GAAA-ZAW8-1ERX,ACE GENETICS CLUB,Grower,"3609 GREEN OAKS WAY, EDMOND, Logan",2023-11-14,73034,7866639682,acegeneticsclub@gmail.com,10AM-5PM
DAAA-4213-14HN,ACE GENETICS CLUB,Dispensary,"5913 S Sunnylane Rd, Oklahoma City, Oklahoma",2024-09-26,73135,(786) 663-9682,acegeneticsclub@gmail.com,BY APPOINTMENT
GAAA-5TKJ-JOZO,ACE Organic Medical LLC,Grower,"7622 FIG RD, HENRYETTA, Okmulgee",2023-11-14,74437-1683,(918) 264-7526,aceorganicmedicalllc@gmail.com,8-5
DAAA-Y139-FJRG,ACE'S HIGH DISPENSARY INC,Dispensary,", HODGEN, Le Flore",2023-09-28,74939,(870) 672-1085,natrualstateinc2021@gmail.com,10:30AM- 10:30 PM
GAAA-KFLD-DNQT,ACE-N-HOLE HYDRO FARM INC,Grower,"401 S BK 1406 RD, STIGLER, Haskell",2024-02-01,74462-2726,9187763233,revolutionbookkeeping@gmail.com,9-5
GAAA-GGBI-6EQE,ACME MJ LLC,Grower,", HASKELL, Muskogee",2023-09-15,74436,(405) 845-1153,acmemjllc@gmail.com,Mon-Sat 9 am-5 pm
DAAA-92IH-IHE9,ADIL MUKHTAR,Dispensary,"58582 E 250 RD, GROVE, Delaware",2024-04-14,74344,(918) 315-8060,rockisland.dispensary23@gmail.com,8am to 10pm
DAAA-A7R2-5OFP,"AF Enterprises, LLC",Dispensary,", SALLISAW, Sequoyah",2024-05-10,74955,(479) 462-2404,rmh420ok@gmail.com,10A-7P
GAAA-JOB0-EPRQ,AG Team,Grower,", PURCELL, McClain",2023-12-27,73080-4715,7865973738,agtgrow@gmail.com,9-5
DAAA-IUXC-L0XZ,"AG and KP Enterprises, L.L.C.",Dispensary,"1205 S SUNNYLANE RD, DEL CITY, Oklahoma",2024-01-12,73115-3011,(918) 829-1431,plughousedispensary@gmail.com,10a.m. to 10 p.m.
GAAA-BI2K-AP5W,"AGROMED, LLC",Grower,", MUSKOGEE, Muskogee",2024-02-01,74403-1946,(253) 327-3905,m.rule20.m@gmail.com,M-F 9-5 or as needed for grow operations
DAAA-OO5G-SYQF,AIR CAPITAL DISPENSARY LLC,Dispensary,"108 S MAIN ST, BLACKWELL, Kay",2024-10-06,74631,(580) 670-4352,boomsvintageclothing@gmail.com,N/A
GAAI-1NKO-2KVK,"AJ Cannabis Farms, LLC",Grower Indoor,"20725 S BRYANWOOD DR, CLAREMORE, Rogers",2024-11-03,74019-4059,(539) 900-9947,ajcannabisfarms@gmail.com,
GAAI-EJCL-DKLV,"AJAC's Family Farms, LLC",Grower Indoor,"14030 S PEORIA AVE, BIXBY, Tulsa",2024-12-06,74008,(918) 812-7427,ccmunkey@gmail.com,800am-300pm mon-fri
GAAI-EKLR-S5QD,"AJP MANAGEMENT, LLC",Grower Indoor,", OKLAHOMA CITY, Oklahoma",2024-10-23,73116-7333,(720) 296-2683,greenescapeokc@gmail.com,
GAAA-HTKU-FTBN,ALAUNUS FARM LLC,Grower,", SHADY POINT, Le Flore",2023-08-25,74956,(503) 954-6764,alaunus.farm@gmail.com,8-5
GAAA-SK2N-F82L,ALEX BEN LLC,Grower,"22638 AES RD, SPIRO, Le Flore",2023-07-26,74959,(479) 438-3466,medvidalex@yahoo.com,N/A
GAAI-1S7Y-A99P,"ALEXANDER FARMS, LLC",Grower Indoor,", BLACKWELL, Kay",2024-10-05,74631,(580) 670-4353,alexanderfarmsok@gmail.com,N/A
PAAA-OK6B-SHOY,ALEXIS G BANUELOS-ZARAGOZA,Processor,", Enid, Garfield",2024-12-11,73701,(714) 929-9220,alexis_g_banuelos_lexo86@hotmail.com,M-F 9-5 or as needed for operations
